sentence,aspect,sentiment
Nhóm màu: Đen sản phẩm rất chất lượng phù hợp với mọi ng và giá cảe rất hợp lý.,General,positive
Chất lượng tệ. Khác xa hình ảnh quảng cáo. Pin kém. Máy chậm chạp. Pin sụt nhanh. Đóng gói sơ sài. Ship chậm 1 tuần. Chăm sóc khách hàng không chuyên nghiệp,Shipping,negative
"Rất tuyệt vời, hàng giao nhanh, đúng mẫu, đúng màu, dung lượng 128gb mà có 1 củ 8 là quá rẻ, hàng còn mới lắm luôn. Shipper thân thiện và vui vẻ!",Design,positive
"Đóng gói hộp cong queo, pin yếu, loa rè khi nghe audio. Camera chính sáng quá, hiệu năng giật cục.",Battery,negative
Phần mềm được cài sẵn các ứng dụng cơ bản cần thiết. Giá bán của máy không cao cũng không thấp so với mặt bằng chung.,Price,neutral
"Chăm sóc khách hàng tệ hại, gọi không nghe máy, nhắn tin không trả lời. Pin mau hết, dùng liên tục được 3 tiếng. Camera quay video bị rung lắc nhiều dù có chống rung.",Battery,negative
"Đã mua 3 lần từ cửa hàng này và lần nào chất lượng cũng rất tốt, 10 điểm",General,positive
Tôi không khuyến khích anh em mua,General,negative
"Mình sử dụng mới được 2 ngày,hinh thức tạm ổn lướt fookbok,youtobe mượt gọi điện thì thoảng nháy. Vân tay không hỏng nhìn chung được trong tầm giá thôi.",Price,positive
"Phân loại sản phẩm: Máy likenew 99% lần đầu mua hàng giá trị cao cũng hơi rén nhưng nhận hàng tốt, nguyên seal, máy mới toanh, đẹp. Hết màu xanh nên cửa hàng gửi bù cho full box màu đen, nhận hàng siêu ưng, giao vào tphcm tầm 4 ngày đúng dự kiến.",Shipping,positive
"Máy mới mua, hôm nay là ngày 4/12, máy hay dính lỗi panic-full và resetcounter, ngày đơ màn khởi động lại không biết bao nhiêu lần. Rất khó chịu, phía hãng không có cách giải quyết cũng không được bảo hành, đổi trả. Ai mua nên cân nhắc, chắc chắn dính lỗi 90%",Shop_Service,negative
"Nhóm màu: Vàng 
Dung lượng lưu trữ: 6gb+128gb giao hàng nhanh chóng và an toàn, tuổi thọ pin lâu dài, tuổi thọ pin lâu dài,",Battery,positive
"Pin sạc đầy 2h vẫn chậm, camera zoom 10x vỡ hình. Hỗ trợ khách hàng copy paste câu trả lời.",Battery,negative
"Tồi tệ không khớp không nổi bật chăm sóc khách hàng không giúp. Camera focus dở.,",Camera,negative
Hàng đúng như cửa hàng đăng cửa hàng giao hàng nhanh rất cám ơn,Shipping,positive
Đã mua 3 máy khác nhau của cửa hàng. Rất là ưng luôn ạ !,General,positive
Chất lượng ảnh chụp từ camera chính ở mức chấp nhận được. Kiểu dáng máy không có nhiều khác biệt so với các sản phẩm cùng phân khúc.,Design,neutral
"- Giao rất nhanh. Ngoại hình 98%, phần mềm các kiểu y mô tả; cửa hàng tốt bụng tặng thêm bộ cáp sạc, ngoài mô tả, phạt cho 5 sao :) - 1 số Điểm trừ là: Chất lượng màn hơi kém, 1 vài chỗ bị loá nhỏ; loa đơn nghe tạm; pin tụt nhanh, để 120hz thì thôi rồi, ngang mất cắp; cấy bút tự dưng thò ra 1 tẹo nên khi dựng đứng là tự nhấn nút thò lò ra; - có lẽ mình số nhọ :( hàng cũ tầm 2.1 triệu, có 120hz,nfc, 5g, 6gen1 vậy là phù hợp. Oánh ja' cho anh em tham khảo.",Design,negative
"Chất lượng sản phẩm: Sản phẩm tốt, đúng với miêu tả, cửa hàng trả lời tin nhắn nhiệt tình",Shop_Service,positive
"Máy giá rẻ mà chất lượng xịn sò lắm nha, ngoại hình không khác máy mới, chạy mượt và ổn định lắm luôn",Price,positive
"Tệ hại không dở hiệu năng ì ạch. Chăm sóc khách hàng không quan tâm.,",Performance,negative
Hàng đúng mô tả trong tầm giá Ủng hoọ cửa hàng nếu cần cảm ơn,Price,positive
"Dung lượng lưu trữ: 128gb 
Nhóm màu: Đen trân châu 
Phân loại sản phẩm: 8gb giao hàng nhanh chóng, đủ số lượng, shipper thân thiện, đã thử test chụp hình nhưng chất lượng ảnh không tốt lắm, mong sẽ sử dụng ổn.",Camera,negative
"Điện thoại đẹp, như mô tả, đặt hàng 15 ngày mới có, sử dụng làm máy phụ chơi game tốt",Shipping,negative
"Máy rất đẹp, gói hàng kĩ, giao nhanh, cảm ơn cửa hàng",Shipping,positive
"Cửa hàng giao nhanh, đặt trong ngày mà tối đã giao rồi. Phục vụ tốt. Máy mã đẹp, dùng thử 1 ngày khá mượt, chỉ tiếc cái pin hết hơi nhanh. Nghe nhạc rất hay, đúng với tên tuổi quad dac của lg.",Battery,negative
"Chăm sóc khách hàng không cho đổi trả. Chính sách cứng nhắc. Hỗ trợ sau bán hàng kém. Máy lỗi nhỏ nhưng không được đổi mới, chỉ được sửa chữa. Shipping nhanh nhưng đóng gói không cẩn thận",Packaging,negative
"Phiên bản: Mỹ 2 sim 99% 128gb bán hàng có tâm, nên mua..",General,positive
"Chất lượng sản phẩm: Thiết kế gọn, cầm vừa tay; đóng gói chắc chắn và đầy đủ phụ kiện theo mô tả.",Design,positive
Đúng với mô tả hàng chính hãng săn được giá tốt,Price,positive
"Nhóm màu: Xanh ngọc 
Dung lượng lưu trữ: 128gb máy đẹp như mới chắc chắn mượt. Cửa hàng giao sai màu nhưng có phản hồi. Chăm sóc khách hàng nhanh chóng. Sản phẩm pin hơi thấp nếu chơi game thì nhanh tụt pin chế độ chờ tầm 3 ngày.",Battery,negative
"Đóng gói rất cẩn thận, 97% lên có cấn, xước ok đúng mô tả,",Packaging,positive
Về cơ bản các chức năng bình thường. Pin yếu sử dụng youtube được hai tiếng đồng hồ là hết pin. Chắc là do máy cũ thì pin cũng yếu. Tốc độ tải chậm. Nhược điểm của dòng điện thoại này là máy rất nóng. Khi nóng lại không sử dụng camera được,Battery,negative
"Lần đầu mua điện thoại trên đây săn được voucher 3 triệu, giảm còn 23tr550k. Cửa hàng gói hàng chắc chắn, tem niêm phong rõ ràng, có cái cửa hàng trả lời tin nhắn khách hơi chậm nhớ khắc phục lại nhé. '-'",Packaging,positive
"Color family: Color random sản phẩm: Quá ngon,máy không quá mắc tiền nhưng chất lượng nhận được thì qua tuyệt, ngoại hình cũng đẹp, giao hàng lại nhiệt tình nên mình rất hài lòng",Design,positive
Khuyên thật mọi ng không nên mua đâu ạ điện thoại vivo y 19 mà ở trong phần cái đặt bluetooth thì là thiết bị z5i camera thì đầy bụi ở trong mua máy vivo nhưng lại cho tai nghe với sạc của oppo lại còn là sạc fake pin thì pin ảo rõ ràng quảng cáo nói 5.000 mili ampe khi sử dụng thì sử dụng thì chỉ có được tầm 3 tiếng là gần hết rồi máy cứ sử dụng là nóng thỉnh thoảng còn lag tắt đi bật lại thì mới hết lag chs game thì lúc đôi lúc đứng yên màn hình đang gọi messenger thì tự nhiên ngắt cuộc gọi giữa chừng khi điện thoại giao về thì có bị xứt một tí lúc mua thì cửa hàng nói bảo hành 6 thánh những lúc kêu bảo hành thì lại bắt gửi ra để kiểu tra em còn là hs thì làm gì có tiền viền điện thoại còn hơi méo nữa rõ ràng là vivo y19 nhưng thông số máy giống hệt con vivo u10 của tôi với tầm giá như thế thì được máy này là cũng chưa ổn cho lắm cân nhắc thật kỹ trước khi mua hàng tại nghe thì bên được bên không với tâm giá 1 triệu khi cũng không đòi hỏi nhiều ở con điện thoại này,Performance,negative
"Cửa hàng giao hàng nhanh, đặt điện thoại hôm trước hôm sau có ngay, cửa hàng tư vấn nhiệt tình. Về điện thoại thì nguyên seal full box Hiệu năng thì để test thêm rồi đánh giá lại sau",Shop_Service,positive
"Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Tốt 
Đúng với mô tả: Đúng nghe rõ to, máy lướt nhanh, máy rẻ so với giá, mua cho ba mẹ sử dụng tốt la",Price,positive
"Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Tuyệt vời ngon nha",General,positive
Camera màu không đều shipping giao sai giờ đóng hàng thiếu hướng dẫn nhanh,Camera,negative
"Bọc cẩn thận, nên mua nha bạn bạn có biết điều đó nên mới có thể làm",Packaging,positive
"Rởm đời bịp bợm lag kinh khủng khi mở app, sạc chậm ù ù mãi không đầy, shipping muộn màng mất cả tuần mới tới nơi",Battery,negative
"Cửa hàng bán hàng rất uy tín, gói hàng rất cẩn thận. Mình mua lần đầu cũng sợ gặp hàng không tốt nhưng lại nhận được kết quả rất thích. Điện thoại còn rất mới. Chạy mượt. Cửa hàng tư vấn nhiệt tình. Mọi người nên mua về sử dụng. Giá lại rẻ hơn. Mình sử dụng thời gian sẽ mua tiếp",Performance,positive
Máy bị sước nhẹ 2 vết trên màn hình khó phá hiện. Hàng cũ thì chấp nhận. Ảnh video quay bằng điện thoại gg 5 quá đỉnh với giá 4tr kiếm xu. Vì lười chụp,Price,positive
Giao hàng nhanh. Giống mô tả trước mắt dùng ổn,Shipping,positive
"Đúng với mô tả: Đúng với mô tả. 
Chất lượng sản phẩm: Sau sử dụng mới biết được. 
Tính năng nổi bật: Cám ơn sự trung thực của cửa hàng. Giao hàng nhanh đầy đủ giống như cửa hàng quảng cáo. Cám ơn soup rất nhiều cho sốt năm sao liền.",Shipping,positive
"Nhóm màu: Desert 
Dung lượng lưu trữ: 256gb tuổi thọ pin lâu dài, bộ xử lý mạnh mẽ và nhanh chóng, dịch vụ khách hàng xuất sắc,",Shop_Service,positive
"Tính năng nổi bật: Cửa hàng uy tín với tầm giá này mà có 1 chiếc điện thoại như vậy là quá oke rồi 
Đúng với mô tả: Đ 
Chất lượng sản phẩm: Oke 10 điểm",Price,positive
"Đã nhận đủ sản phẩm, điện thoại mượt, đang làm quen cách sử dụng. Tai nghe chất lượng tốt, nghe nhạc bass căng, đồng hồ đẹp.",Performance,positive
"Phân loại sản phẩm: Điện thoại f9 màu sắc sống động và rực rỡ, thiết kế sang trọng, hiệu năng mượt mà, giao diện dễ sử dụng, thời lượng pin lâu dài, chất lượng camera ấn tượng, giá trị tuyệt vời cho số tiền, không gian lưu trữ rộng rãi. Android dễ sử dụng, chỉ cần nhập gmail vào là sử dụng các app rất ổn. Bình chọn cho cửa hàng 5 sao",Camera,positive
"Màn hình bị ố rất to, lắp lưng và viền bị xây sát nhiều, loa rất rè nghe như muốn nổ điện thoại, mô tả bảo pin mới nhưng lúc sử dụng thì tụt nhanh như uống nước, nói chung là mua tốn tiền, mang về treo gác bếp",General,negative
"Màn hình xem được 1 lúc thì nhoè, lem.. Liên hệ cửa hàng thì không nhận được câu trả lời..",Display,negative
"Mình cảm thấy hài lòng về sản phẩm, ổn trong tầm giá. Sau thời gian sử dụng thì mình đánh giá sau",Price,positive
"Ship giao hàng nhanh, đặt hôm nay là ngày sau nhận được. Máy mượt, đã thử tex tầm 2 tiếng, máy không bị nóng, không nóng máy với lướt mượt là tốt. Với giá này mà được con điện thoại ngon lành. Chỉ có điểm trừ là cửa hàng đóng gói sai nhé đặt xanh nhạt mà giao xanh đậm. Với mặt sau hơi trầy. Nhưng máy ngon cũng chấp nhận được. Vừa rẻ vừa ngon nên mua nhé mọi người",Design,negative
Chất lượng tạn ổn. Chưa sử dụng. Nên chưa biết hiệu quả sao. Tạm ổn. Tuy nhiên màn OLED mà nhìn không đẹp,Display,negative
"Tình trạng: 99% vỏ mới 
Nhóm màu: Vàng pin sao thấy 75% mà tắt nguồn 9% vậy còn lag nữa",Performance,negative
"Đúng với mô tả: Như mô tả 
Chất lượng sản phẩm: Tốt
Tôi thích",General,positive
Camera selfie làm mặt bóng loáng shipping mất 5 ngày camera thiếu chống rung,Camera,negative
"Đẹp, nhanh, gói hàng kỹ. Giá rẻ, nói chung là không chê chi hết",Shipping,positive
"Dung lượng lưu trữ: 128gb 
Nhóm màu: Đen trân châu 
Phân loại sản phẩm: 8gb giao hàng nhanh chóng, đủ số lượng, shipper thân thiện, đã thử test chụp hình nhưng chất lượng ảnh không tốt lắm, mong sẽ sử dụng ổn.",Shipping,positive
"Khả năng lưu trữ: 32gb 
Nhóm màu: Nhiều màu hàng chị nhận được rồi? rất tuyệt vời ? lâzda là một nhà cung cấp các sản phẩm hàng hoá dịch vụ tốt? sẽ ủng hộ lâzda nhà cung cấp bán hàng uy tín ! cảm ơn..💔",General,positive
"Đúng với mô tả: Đúng 
Tính năng nổi bật: Ai, camera siêu nét (đây là so với con note 10+ nhé) 
Chất lượng sản phẩm: Tốt, ngoại trừ pin hơi kém. Sử dụng đa cửa sổ pin rất nóng. Cái này thua con note 10+ nha. Máy thiết kế đẹp, hàng nguyên seri, ngày mua máy mới kích hoạt bảo hành chính hãng việt nam. Nhân viên tư vấn nhiệt tình, giá sale khá rẻ.",Camera,positive
"Đóng gói tốt, mô tả đúng với sản phẩm, nên mua nha xứng với giá tiền lắm",Packaging,positive
Máy sử dụng tốt ngon.1triệu bạc có máy xem phim gọi điện mệt nghỉ cửa hàng có vẻ uy tín. Gói hàng cẩn thận. Xẻ ủng hộ thêm,Price,positive
"Nhóm màu: Đen tính năng: Rất tốt chất lượng: Sử dụng bao ngon thương hiệu đáng tin cậy và đáng tin cậy,",General,positive
"Ngon bổ rẻ. Các tác vụ cơ bản mượt, pin xịn. Đã mua vài lần, mua cho ng nhà dùng, còn được tặng nón bảo hiểm nữa quá đã",Performance,positive
"Màn hình ám vàng thiếu phụ kiện không tương thích với app,",Display,negative
"Chất lượng sản phẩm: Màn hình bị đốm sáng. 
Đúng với mô tả: Lỗi hiển thị. 
Tính năng nổi bật: Màn hình kém. Pin yếu, sạc chậm. Đóng hàng thiếu quà tặng. Chăm sóc khách hàng không hỗ trợ bảo hành",Display,negative
